コース名,学部・研究科,登録番号,科目ソート,分野,単位,開講年度・学期,授業教員名,実施形態,授業形態,曜日・時限,授業で使う言語,研究会テーマ,概要,詳細URL
研究会Ａ,総合政策・環境情報学部,4750,A1101,研究プロジェクト科目,4単位,2023 春学期,玉村　雅敏 ,対面,"演習,グループワーク,遠隔あり","月5限,月6限",日本語,ソーシャルマーケティングと価値共創,"この研究会では、「ソーシャルイノベーション」を推進する際のアプローチとして「マーケティング」に注目をします。言い換えると「ソーシャルイノベーション」を実現する「マーケティング（＝市場づくり）」とは、どういったものなのかを探求していくのが、この研究会です。
そもそも「マーケティング」とは、「Market+ing（＝市場づくり）」という言葉で、「市場（＝様々なやりとりや関係づくりを通じて、多様な価値が創造され、関係者に満足が提供される場）」を創り、「持続的に機能させること（ing＝現在進行形）」を意味しているものです。すなわち、様々な関係づくりを通じて、価値を創り出し、関係者それぞれが目的を達成し、かつお互いに満足を増進させていく持続的なプロセスを機能させることといえます。
この研究会では、最先端の「ソーシャルマーケティング」のあり方を探求することと、求められている理論や概念、手法を整理することを行いながら、それぞれがテーマを設定し研究プロジェクト（調査・研究活動）にとり組みます。具体的には、常に、意識すべき理論や概念、手法などを学び続けながら、各種の実践事例に見られるモノやコト、サービス、場などを調べ抜いた上で、春学期はチームで「ソーシャルマーケティングプロダクト」づくり、秋学期は個人個人で成果を出す「研究プロジェクト（調査・研究活動）」にとり組みます。",https://syllabus.sfc.keio.ac.jp/courses/2023_26185?locale=ja
研究会Ａ,総合政策・環境情報学部,4726,A1101,研究プロジェクト科目,4単位,2023 春学期,長谷部　葉子 ,対面,"講義,演習,グループワーク,遠隔あり","木3限,木4限",日本語,「教育」から取り組むソーシャルトランスフォーメーションのカタチー地域との協働で構築する関係性のサステナビリティ,"「教育」から取り組むソーシャルトランスフォーメーションのカタチー地域との協働で構築する関係性のサステナビリティ
How to Realize Social Transformation Based on Collaboration and Sustainable Relationship with Locality in the Field of Education
＊2022年度から研究会活動に追加事項として大学所在地である藤沢市遠藤・御所見地区における農業活動が加わり、有志での稲作も含め、農のあるキャンパスライフを基盤に従来の以下の実践的研究活動に取り組んでいます。＊",https://syllabus.sfc.keio.ac.jp/courses/2023_26203?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,25440,A1102,研究プロジェクト科目,2単位,2023 春学期,一ノ瀬　友博 ,対面,"講義,演習",火5限,日本語,ランドスケープ研究,本研究会では、ランドスケープに関わる研究を扱います。日本語の訳語である「景観」が見た目だけで語られることが多いのですが、ここで言うランドスケープはその背後にある自然・社会環境、歴史も含めた用語です。つまり、現実の空間に関わることは何でも対象となるのですが、これまで研究会の学生が扱ってきたテーマのキーワードは以下のようなものです。生態学、農村計画、震災復興、庭園・公園、都市計画、都市緑地、生物多様性、都市景観、地域活性化、流域計画、土地利用変遷、環境教育。 研究会は、基本的に個々の研究の進捗状況を発表していただき、その内容について議論する形式で進めます。対象とする研究は原則として個人研究です。グループで行う研究プロジェクトに関しては、もう一方の研究会「グリーンインフラ」を参照して下さい。本研究会では、発表に対するディスカッションも重視します。加えて、この研究会では論文・図書を読みこなすことを求めています。,https://syllabus.sfc.keio.ac.jp/courses/2023_31309?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,42043,A1102,研究プロジェクト科目,2単位,2023 春学期,村井　純 ,対面,"講義,演習,グループワーク,遠隔あり",木5限,日本語,インターネットリサーチ,本研究プロジェクトは、インターネットを前提とした技術、および社会のあり方について研究を行う。技術面では、通信システム、分散計算機環境、Webアーキテクチャ、センサーネットワーク技術、ビッグデータシステム、Internet of Things や　Future Internet 技術など、プロトコルやシステム、その応用と展開についての実装と実証を目指す研究活動を行う。社会面では、インターネットを前提とした時代の新しい約束やルールについて検討し、インターネットの研究を通して「未来の社会をどう創っていくか」を考え、実践する。本研究プロジェクトは本学の大学院プロジェクト科目（モバイル広域ネットワーク）やSFC研究所の各種ラボ（インターネットリサーチラボ、Auto-IDラボ等）、IETF・W3C・ISO等の国際標準化団体と協働するとともに、日本国内外との民間企業や他大学と共同で研究活動を行っている。,https://syllabus.sfc.keio.ac.jp/courses/2023_46041?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,41798,A1102,研究プロジェクト科目,2単位,2023 春学期,村井　純 ,対面,"講義,演習,グループワーク,遠隔あり",木4限,日本語,インターネットリサーチ,本研究プロジェクトは、インターネットを前提とした技術、および社会のあり方について研究を行う。技術面では、通信システム、分散計算機環境、Webアーキテクチャ、センサーネットワーク技術、ビッグデータシステム、Internet of Things や　Future Internet 技術など、プロトコルやシステム、その応用と展開についての実装と実証を目指す研究活動を行う。社会面では、インターネットを前提とした時代の新しい約束やルールについて検討し、インターネットの研究を通して「未来の社会をどう創っていくか」を考え、実践する。本研究プロジェクトは本学の大学院プロジェクト科目（モバイル広域ネットワーク）やSFC研究所の各種ラボ（インターネットリサーチラボ、Auto-IDラボ等）、IETF・W3C・ISO等の国際標準化団体と協働するとともに、日本国内外との民間企業や他大学と共同で研究活動を行っている。,https://syllabus.sfc.keio.ac.jp/courses/2023_46040?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,39643,A1102,研究プロジェクト科目,2単位,2023 春学期,辻本　惠 ,対面,"講義,実験・実習・実技,グループワーク,遠隔あり",火5限,日本語,環境変動と極域生態系,荒川・金井・黒田・河野・杉本・鈴木・曽我・辻本・内藤・平山の10人が担当する研究会は、先端生命科学合同研究会として、合同で運営しています。大学院のアカデミックプロジェクト「先端生命科学」とも合同で運営しており、学部生、大学院生そして教員が一緒になって研究を進めます。どの教員の研究会を履修すべきかについては、履修許可の連絡の際に案内します。研究ハイライト： http://www.iab.keio.ac.jp,https://syllabus.sfc.keio.ac.jp/courses/2023_44935?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,39973,A1102,研究プロジェクト科目,2単位,2023 春学期,國枝　美佳 ,対面,"演習,グループワーク",金3限,英語,"SFC生協とウェルネス弁当
街角ピアノとソーシャル・キャピタル
ソーシャルマーケティング","Solution Design for Policies and Environments （SDPE）はGIGA生が多く所属する英語の研究会です。
健康や教育の平等（equality）や公平（equity）を公正に(fairly)目指す分野横断的な実学
考えを行動に移し、継続するプロセスを分析し、実際に人に動いてもらうための視覚に訴える方法やデザインを研究している。
学期ごとにテーマに沿ってグループワークを実施することで個人の研究実行スキルを強化する。",https://syllabus.sfc.keio.ac.jp/courses/2023_44967?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,39969,A1102,研究プロジェクト科目,2単位,2023 春学期,國枝　美佳 ,対面,"講義,演習,グループワーク",金5限,日本語,"アフリカに学ぶレジリエントな人間と環境共生-MOTTAINAI-
1.Society/socialandhistory社会・歴史
2.Regionalstudies地域研究
3.Physics,biology,ecologyandenvironment物理・生物、環境
4.Managementandmarketing経営・マーケティング　5.Politics(movementsandempowerment)政治（運動、エンパワーメント）
6.Economics(behavioralchange)経済（行動変容）
7.PublicHealth/InfectiousDiseases(Life/wellbeing)公衆衛生・感染症（命）",アフリカ研究会はグループワーク中心の研究会でアフリカの人々がどのように環境と共生し、またレジリエンスをつけているかについてみんなで理解を深め、その集合的な理解を日本社会へ“還元”することを目的とする。一昨年までのアフリカ研究会はアフリカの植生や生態系について研究、外部の公共施設で企画展示を行った。,https://syllabus.sfc.keio.ac.jp/courses/2023_44966?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,43858,A1102,研究プロジェクト科目,2単位,2023 春学期,大越　匡 ,対面,"講義,演習,グループワーク,遠隔あり",木6限,日本語,Human-centeredComputingTechnologiesforCyber-PhysicalWell-Being,人や集団のwellbeingのための20世紀終盤からのモバイル・コンピューティング〜ユビキタス・コンピューティングの流れによって、コンピュータは高速化、大容量化、小型化、ワイヤレス化が進展し、我々の日常の生活の中に広く浸透しています。本研究では常に今後10年以上の未来を見据え、未来のにおける我々の(物理空間およびサイバー空間両方での)生活における、心・身・社会的なウェルビーイングを新たに定義し、それを実現するICT/AI等技術を研究開発していきます。,https://syllabus.sfc.keio.ac.jp/courses/2023_46657?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,42851,A1102,研究プロジェクト科目,2単位,2023 春学期,アルマンスール，　アフマド ,対面,講義,木4限,日本語,イスラーム研究,このセミナーでは、イスラーム研究に関連するトピックに取り組みます。,https://syllabus.sfc.keio.ac.jp/courses/2023_46424?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,42919,A1102,研究プロジェクト科目,2単位,2023 春学期,金沢　篤 ,対面,"講義,演習,グループワーク",木4限,日本語,"数学,数理物理学","本研究会は広い意味での「数学」をテーマとしています. 数学はあらゆる学問の基礎となる汎用性が高い""古くて新しい""学問です. 実際, 純粋な学問として長い歴史を持つ一方で, 物理学, 工学, 経済学, 計算機科学といった現代情報社会の基礎分野にも深い影響を与えてきました.",https://syllabus.sfc.keio.ac.jp/courses/2023_46508?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,42923,A1102,研究プロジェクト科目,2単位,2023 春学期,金沢　篤 ,対面,"講義,演習,グループワーク,遠隔あり",木2限,日本語,"数学,物理,プログラミング","本研究会は広い意味での「数学と計算機」をテーマとしています. 「可視化」と「機械学習」を主題に, 数学的な諸原理を組み込んだ視覚表現を研究します.",https://syllabus.sfc.keio.ac.jp/courses/2023_46509?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,43092,A1102,研究プロジェクト科目,2単位,2023 春学期,篠原　舟吾 ,対面,"講義,演習,グループワーク",木4限,日本語,行政研究のフロンティア,本研究会は、行政研究の最先端を追い求めることを目的とします。学生は、現代行政の課題を１つ選択し、教員とともに研究アプローチを発展させます。研究テーマ及び進捗を踏まえ、行政理論あるいは方法論を学びます。,https://syllabus.sfc.keio.ac.jp/courses/2023_46566?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,43107,A1102,研究プロジェクト科目,2単位,2023 春学期,篠原　舟吾 ,対面,"講義,演習,グループワーク",木5限,英語,行政研究のフロンティア,本研究会は、行政研究の最先端を追い求めることを目的とします。学生は、現代行政の課題を１つ選択し、教員とともに研究アプローチを発展させます。研究テーマ及び進捗を踏まえ、行政理論あるいは方法論を学びます。,https://syllabus.sfc.keio.ac.jp/courses/2023_46567?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,47265,A1102,研究プロジェクト科目,2単位,2023 春学期,岡田　暁宜 ,対面,"講義,演習,グループワーク",火4限,日本語,精神分析と文化,"本研究会は、Sigmund Freudが発見した精神分析的世界観に基づいています。本来、精神分析は、臨床実践の方法ですが、SFCのカリキュラムは、心理臨床家の養成を目的としていません。よって本研究会では「リベラルアーツとしての精神分析」を目指しています。
２つの精神分析研究会のうち「精神分析と文化」研究会は、特に社会、サブカルチャー、教育、映画、文芸、風俗などの文化に方向づけられたトピックを扱います。学生自身が自らの関心のあるテーマに基づいて文献や研究の進捗を発表し、グループディスカッションを通じて、人間の本質を探究します。",https://syllabus.sfc.keio.ac.jp/courses/2023_47825?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,39639,A1102,研究プロジェクト科目,2単位,2023 春学期,辻本　惠 ,対面,"演習,実験・実習・実技,グループワーク,遠隔あり",木5限,日本語,極限環境生態学,荒川・金井・黒田・河野・杉本・鈴木・曽我・辻本・内藤・平山の10人が担当する研究会は、先端生命科学合同研究会として、合同で運営しています。,https://syllabus.sfc.keio.ac.jp/courses/2023_44934?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,39605,A1102,研究プロジェクト科目,2単位,2023 春学期,サベジ，　パトリック　Ｅ ,対面,"講義,演習,グループワーク",火3限,英語,CompMusic:Comparativeandcomputationalmusicology,"AIM: The aim of the CompMusic Lab is to break new ground in the science of the world's music, with a particular emphasis on comparative and/or computational methods. Each week a different lab member will present their original research projects and/or lead workshops on methods relevant to our research.",https://syllabus.sfc.keio.ac.jp/courses/2023_44916?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,39002,A1102,研究プロジェクト科目,2単位,2023 春学期,藤井　進也 ,対面,"講義,演習,グループワーク,遠隔あり",金3限,日本語,エクス・ミュージック（x-Music）,"x-Music研究会概要
音楽とは一体何か。SFCは世界に向けて、一体どんな音を創り、何を表現すべきか。本研究会では、音楽の真価や可能性を探究し、まだ確固たる名称のない、未知なる次の音楽（= x-Music）を制作することに取り組む。SFC エクス・デザイン（x-Design）プログラムのクリエイティブマインドをリスペクトし、以下の観点から音楽を制作することに挑む。
まだ確固たる名称のない、未知なる次の音楽（= x-Music）を制作すること
極端な（eXtreme）状況における音楽制作の方法を探究すること
実験的な（eXperimental）プロトタイプ音楽を常に制作すること
分野を越境し、価値や思想の相乗効果＝掛け算（X）を狙うこと
音楽による真の自己実現や自己表現（eXpression）を行うこと",https://syllabus.sfc.keio.ac.jp/courses/2023_44849?locale=ja
,,,,,,,,,,,,,,
研究会Ｂ (1),総合政策・環境情報学部,39313,A1102,研究プロジェクト科目,2単位,2023 春学期,藤井　進也 ,対面,"講義,演習,グループワーク",火3限,日本語,音楽神経科学（NeuroMusic）,"NeuroMusic 研究会概要
我々の日常生活には、音楽が溢れている。では音楽とは何か、と問われたとき、科学的な観点や知見に基づいて洞察できる人々はこの世にどれくらい存在するだろうか。我々の日常に当然かのように存在する音楽。しかし我々は、音楽のことをまだよく知らない。NeuroMusic 研究会の主題は、音楽の「未知」を解き明かし、その本質に科学的に迫ることである。
近年、脳・神経科学の飛躍的な発展に伴い、音楽はヒトの脳や身体でどのように処理されているのか、その仕組みが徐々に明らかになってきた。得られた知見の中で、とても興味深いのは、我々が普段何気なく楽しんでいる音楽が、実は人類の文化・進化・発達の起源や、社会性や創造性、知覚、認知、運動、記憶、情動、学習など、人間の生物としての本質に非常に深く関わっている点である。なぜ、我々ヒトの脳や身体には、音楽に感動したり、癒されたり、踊ったり、歌ったり、演奏したり、音を楽しむ能力が備わっているのか。その理由を脳・神経科学の観点から解き明かすことは、人間の本質を探究することに他ならない。「音楽神経科学 (Neurosciences and Music: NeuroMusic)」は、人間の本質や起源に迫りうる、大変心躍る科学研究分野である。
本研究会の目的は、「音楽神経科学（NeuroMusic）」をテーマに、謎に満ちたヒトの音楽性の脳内起源を解き明かすことである。音楽とは一体何か、音楽サイエンス分野の開拓に取り組みたい人は、是非研究会の門を叩いてほしい。心から歓迎する。",https://syllabus.sfc.keio.ac.jp/courses/2023_44848?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,39309,A1102,研究プロジェクト科目,2単位,2023 春学期,高木　丈也 ,対面,"講義,演習,グループワーク,遠隔あり",火4限,日本語,言語研究のインターフェース,言語研究と隣接領域の融合を考えるとともに、それを社会創造にどう生かしていけるかを提案する。,https://syllabus.sfc.keio.ac.jp/courses/2023_44843?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,39294,A1102,研究プロジェクト科目,2単位,2023 春学期,高木　丈也 ,対面,"講義,演習,グループワーク,遠隔あり",木3限,日本語,朝鮮の文化・社会,朝鮮語圏に関する多様なトピックに対し自己の問いと仮説を設定したうえで、適切な文献収集、フィールドワーク、調査、分析を行う。また、そこで得られた知見を発信する効果的な方法についても考える。高度な言語能力を駆使して、朝鮮語圏の文化・社会を正確に理解する力を涵養する。,https://syllabus.sfc.keio.ac.jp/courses/2023_44842?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,39476,A1102,研究プロジェクト科目,2単位,2023 春学期,山本　薫 ,対面,"講義,演習,グループワーク",金4限,日本語,中東社会文化論,中東社会文化論は中東の社会・歴史・文化を学ぶ学生のための研究会です,https://syllabus.sfc.keio.ac.jp/courses/2023_44836?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,39442,A1102,研究プロジェクト科目,2単位,2023 春学期,山本　薫 ,対面,"講義,演習,グループワーク",火4限,日本語,アラブ文化研究会,アラブ文化研究会は、アラブ諸国の言語文化を学ぶことを通じて、現代のアラブ社会への理解を深めるとともに、日本社会とアラブ社会との接点を見出し、両者の橋渡しとなる活動を推進していくことを目的とした研究会です,https://syllabus.sfc.keio.ac.jp/courses/2023_44833?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,37913,A1102,研究プロジェクト科目,2単位,2023 春学期,古谷　知之 ,対面,"講義,演習,グループワーク,遠隔あり",月2限,日本語,モビリティと社会,自動運転や無人機（ドローン）などの先端モビリティ技術と社会、スマートシティやスマートモビリティ、スマートツーリズムなどIoTを活用した新しい社会基盤整備、MaaSなどの統合型モビリティサービスなどを研究テーマとし、実証的・定量的な研究に取り組む。,https://syllabus.sfc.keio.ac.jp/courses/2023_44625?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,37909,A1102,研究プロジェクト科目,2単位,2023 春学期,古谷　知之 ,対面,"講義,演習,遠隔あり",月3限,日本語,データサイエンスと社会,"この研究会では、「データサイエンスと社会」というテーマのもとで、履修者が関心のある社会的課題を取り上げ、データサイエンスの手法を駆使して、エビデンスに基づく問題解決について理解を深めることを目的としています。
研究会では、統計解析手法の習得を目的とした輪読・演習と、履修者の個人研究発表を主に行う予定です。
応用的な統計解析手法を、実習を通じて習得することを目標とするとともに、高学年の履修者は各自の研究テーマに基づいて一定の研究成果をえることを目標とします。",https://syllabus.sfc.keio.ac.jp/courses/2023_44624?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,37875,A1102,研究プロジェクト科目,2単位,2023 春学期,渡辺　靖 ,対面,"演習,遠隔あり",火1限,日本語,ソフトパワー研究（上級編）,（注意）本研究会は私のもとで卒業制作を行う学生のみを対象にします。該当者は3月２０日までに私宛にメールしてください。,https://syllabus.sfc.keio.ac.jp/courses/2023_44526?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,28104,A1102,研究プロジェクト科目,2単位,2023 春学期,野中　葉 ,対面,"講義,演習,グループワーク,遠隔あり",金5限,日本語,ムスリム共生プロジェクト,"本研究会は、日本社会におけるイスラームへの理解を深め、日本に在住するイスラーム教徒、また観光客で日本を訪れるイスラーム教徒たちとの共生を目指すプロジェクトを実践する研究会です。
現在、世界のイスラーム教徒（ムスリム）の数は約16億人、世界の4人に一人がイスラーム教徒であり、さらに人口は増加しているため、近い将来、世界の3人に一人がイスラーム教徒という時代がやってくると言われています。また留学や就労で日本に暮らすイスラーム教徒の数も、日本に観光で訪れるイスラーム教徒の数も年々増加しています。その反面、日本におけるイスラームのイメージは必ず良いものではなく、また日本人のイスラーム教徒に対する理解も十分ではありません。本研究会では、イスラームの教えやムスリムの信仰実践などに関する文献輪読を通して理解を深めつつ、フィールドワークや共同プロジェクトを実践しながら、日本に暮らすイスラーム教徒とネットワークを築き、日本社会とイスラーム教徒をつなぎ、日本における新しい共生の形を考えます。",https://syllabus.sfc.keio.ac.jp/courses/2023_41575?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,37856,A1102,研究プロジェクト科目,2単位,2023 春学期,渡辺　靖 ,対面,"講義,演習,遠隔あり",月5限,日本語,ソフトパワー研究（基礎編）,＜文化＞は、現代の生活、政治経済、開発、外交あるいは国際関係において、確実にその重みを増していますが、社会分析や政策形成のフレームの中での扱いは、未だ心もとない状況にあります。本講義では、（広義の）政策の立案、施行、評価における＜文化＞の位置づけや意味づけに着目しながら、グローバル化時代における＜文化＞のありかたについて考察します。２０２３年度は「ソフトパワー」をテーマにします。ソフトパワーとは何か。なぜ注目されているのか。ソフトパワー論の本質は何か。ハードパワーとの線引きは可能か。どう効果測定し得るのか。国際関係のみならず、国内政治、社会生活、人間関係にも適用可能か。ソフトパワーはいかに活用し得るか。次世代型のソフトパワーとその活用方法とは。,https://syllabus.sfc.keio.ac.jp/courses/2023_44525?locale=ja
研究会Ｂ (2)※,総合政策・環境情報学部,48405,A1102,研究プロジェクト科目,2単位,2023 春学期,國枝　孝弘 ,,,,,,,
研究会Ｂ (1)※,総合政策・環境情報学部,48386,A1102,研究プロジェクト科目,2単位,2023 春学期,東海林　祐子 ,,,,,,,
研究会Ｂ (1),総合政策・環境情報学部,47925,A1102,研究プロジェクト科目,2単位,2023 春学期,シェッダーディ，　アキル ,対面,"講義,演習,グループワーク",水4限,日本語,都市空間論,"本セミナーでは、都市空間の進化、および現在の実践について学びます。今日の町や都市の発展に影響を与える最も重要な次元を調べ、交通、政治、文化といった要素が、都市環境の空間的・時間的構成にどのように反映されるかを考察します。 また、都市空間や建築の事例を通して 、空間の利用者と設計された空間との相互関係を研究することで、居住空間空間の分析にも注目します。
議論や 発表を通じて、理論的な概念を応用し、学生自身の空間体験を分析することを奨励する。",https://syllabus.sfc.keio.ac.jp/courses/2023_47967?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,47872,A1102,研究プロジェクト科目,2単位,2023 春学期,宮本　大輔 ,対面,"演習,グループワーク",火4限,日本語,外国語のデジタル学習環境の構築,"本研究会では、外国語―特に中国語学習のための環境整備を目指す。Covid-19感染拡大によるリモート授業の増加を背景として、外国語教育においても、教材のデジタル化に対する需要が高まっている。今後、デジタル教材に求められるのは、学習者全員が一律に行うものではなく、学習者一人一人が自身の習熟度や理解度に応じて学習を進めることのできる、個人最適化された学習環境の構築である。
また、これまでの日本における第二外国語教育は、語彙、文法の習得に重点が置かれる文法訳読法が中心であり、単位を取得しても外国語を「使える」レベルまでには達しないことが多い。近年、英語教育や日本語教育を中心に、学習者のコミュニケーション能力を高めることを目的とした教授法が試されている。こうした知見をどのように第二外国語教育に生かしていけばよいのか。SFCの外国語教育の特徴でもある、直接教授法と併せて考える。
これらの問題意識のもと、本研究会では、以下の4点を念頭に置き、個人あるいはグループで研究を進める。",https://syllabus.sfc.keio.ac.jp/courses/2023_47937?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,47868,A1102,研究プロジェクト科目,2単位,2023 春学期,宮本　大輔 ,対面,"演習,グループワーク",火3限,日本語,中国語の社会言語学的研究,本研究会では、中国語に社会言語学的角度からアプローチします。社会言語学とは、言語を社会との関係から解明しようとする分野で、研究対象は、身近な言語現象から言語変異、多言語使用、言語継承、言語政策、言語サービスなど、多岐にわたります。,https://syllabus.sfc.keio.ac.jp/courses/2023_47936?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,47409,A1102,研究プロジェクト科目,2単位,2023 春学期,河野　暢明 ,対面,"実験・実習・実技,グループワーク,遠隔あり",金5限,日本語,合成生物学（先端生命科学）,"■はじめに：荒川・金井・黒田・河野・杉本・鈴木・曽我・辻本・内藤・平山の10人が担当する研究会は、先端生命科学合同研究会として、合同で運営しています。
大学院のアカデミックプロジェクト「先端生命科学」とも合同で運営しており、学部生、大学院生そして教員が一緒になって研究を進めます。
どの教員の研究会を履修すべきかについては、履修許可の連絡の際に案内します。研究ハイライト： http://www.iab.keio.ac.jp",https://syllabus.sfc.keio.ac.jp/courses/2023_47872?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,47380,A1102,研究プロジェクト科目,2単位,2023 春学期,杉本　昌弘 ,対面,"実験・実習・実技,グループワーク,遠隔あり",木5限,日本語,医療データサイエンス,はじめに：荒川・金井・黒田・河野・杉本・鈴木・曽我・辻本・内藤・平山の10人が担当する研究会は、先端生命科学合同研究会として、合同で運営しています。,https://syllabus.sfc.keio.ac.jp/courses/2023_47870?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,47246,A1102,研究プロジェクト科目,2単位,2023 春学期,岡田　暁宜 ,対面,"演習,グループワーク",火3限,日本語,精神分析とメンタルヘルス,本研究会は、Sigmund Freudが発見した精神分析的世界観に基づいています。本来、精神分析学は、臨床実践の方法ですが、SFCのカリキュラムは、心理臨床家の養成を目的としていません。そのため本研究会では「リベラルアーツとしての精神分析」を目指しています。２つの精神分析研究会のうち「精神分析とメンタルヘルス」研究会では、力動精神医学、心身医学、精神保健、疾患や障害など、臨床に方向づけられた問題を扱います。学生自身が自らの関心のあるテーマに基づいて文献や研究の進捗を発表し、グループディスカッションを通じて、人間の本質を探究します。,https://syllabus.sfc.keio.ac.jp/courses/2023_47824?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,27461,A1102,研究プロジェクト科目,2単位,2023 春学期,井庭　崇 ,対面,"講義,グループワーク",木5限,日本語,Natural&CreativeLivingLab：ナチュラルにクリエイティブに生きることを支援する創造実践学研究,井庭研では、「新しい発想の学術研究を通じて、新たな視点、概念、方法、メディアを開発し、人々がいきいきと生きる未来の実現に貢献する」ことを自らのPurpose（存在意義）としています。僕らは、既存の学問分野の枠や常識にとらわれない、新しい発想で学術研究を行い、現状の問題を解決し、これからの未来をよりよくする新たな視点、概念、方法、メディアを開発します。そして、多様なアクターと組みながら、それらの成果を広く世の中に普及させ、人々がいきいきと生きる未来の実現に貢献していきます。,https://syllabus.sfc.keio.ac.jp/courses/2023_41443?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,46948,A1102,研究プロジェクト科目,2単位,2023 春学期,近藤　裕行 ,対面,"講義,演習,グループワーク,遠隔あり",木3限,日本語,サイバー防犯ボランティア研究会,"本研究会は、学生諸君が小中高生にインターネットの安全な使い方について教えるボランティア活動「サイバー防犯ワークショップ」が中心になります。
学生は、定例の研究会だけでなく、ワークショップへの参加が強く求められます。",https://syllabus.sfc.keio.ac.jp/courses/2023_47587?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,46933,A1102,研究プロジェクト科目,2単位,2023 春学期,近藤　裕行 ,対面,"講義,演習,遠隔あり",月2限,日本語,社会安全政策論研究会,本研究会は、社会の安全に関する諸問題につき、問題の所在とそれに対する有効な政策の在り方を学生諸君とともに探求するものです。例えば、犯罪予防、組織犯罪、サイバー犯罪、テロリズム、ストーカー、DV、児童虐待、少年非行など、社会の安全にかかわる諸課題につき、学生諸君各自に文献紹介や研究成果の発表を行ってもらい、相互に理解を深めることを目的とします。,https://syllabus.sfc.keio.ac.jp/courses/2023_47586?locale=ja
研究会Ｂ (1),総合政策・環境情報学部,45554,A1102,研究プロジェクト科目,2単位,2023 春学期,平山　明由 ,対面,"実験・実習・実技,グループワーク,遠隔あり",金5限,日本語,生体代謝プロファイリング,"■はじめに：荒川・金井・黒田・河野・杉本・鈴木・曽我・辻本・内藤・平山の10人が担当する研究会は、先端生命科学合同研究会として、合同で運営しています。大学院のアカデミックプロジェクト「先端生命科学」とも合同で運営しており、学部生、大学院生そして教員が一緒になって研究を進めます。どの教員の研究会を履修すべきかについては、履修許可の連絡の際に案内します。研究ハイライト： http://www.iab.keio.ac.jp
★研究内容：キャピラリー電気泳動－質量分析計（CE-MS）を始めとする生体内代謝物（メタボローム）測定技術の高度化・高感度化を行うとともに、これを様々な生体試料に適用することにより、疾患発症機序の解明やバイオマーカーの探索等を実施する。",https://syllabus.sfc.keio.ac.jp/courses/2023_47280?locale=ja
研究会Ｂ (2),総合政策・環境情報学部,45516,A1102,研究プロジェクト科目,2単位,2023 春学期,東海林　祐子 ,対面,"講義,演習,実験・実習・実技,グループワーク,遠隔あり",木4限,日本語,コーチングとコミュニティ,"本研究会ではコミュニティに活きるコーチングを目指していきます。ここでいうコーチングはスポーツに特化したものでなく、あらゆるコミュニティに活用できる汎用的なコーチングを開発していきます。社会に活きるコーチングの実践が求められます。
すでに次のようなプロジェクトがスタートしていますが、これ以外でも履修学生の情熱とアイデアによってコミュニティの構成員を元気にする方法を共に練り上げていくことができます。
最終的なアウトプットが求められます。(1)ライフスキル視点のコーチング(2)子どものコーチング(3)ジェンダーとスポーツ(4)身体感覚 (5)ソーシャルスポーツ (6)その他（要相談）",https://syllabus.sfc.keio.ac.jp/courses/2023_47267?locale=ja
